"","[0,3)","[3,7)","[7,13)","[13,16)","[16,19)","[19,30)","[30,40)","[40,50)","[50,60)","[60,+)"
"[0,3)",1.06309523809524,0.174742888294283,0.00714285714285714,0.0108463590881555,0,0.167626569483064,1.38702457516756,0.244047619047619,0.334626782664296,0.248202839115981
"[3,7)",0.10416771491777,7.68542568542569,0.103429014833616,0,0,0.286704921712234,1.31537294751723,0.598951828398082,0.351882949825318,0.261827677162722
"[7,13)",0.00272211650336621,0.0661216229475129,11.1505681818182,0.294295600345198,0.0352835562615723,0.177623993575611,1.16735077215501,1.41708740081048,0.406917691967566,0.217877265654202
"[13,16)",0.00850340136054422,0,0.605421340212527,10.6326530612245,0.807732744419452,0.230376778574025,0.432483444078036,1.69860097685546,0.822707935468421,0.21300646757876
"[16,19)",0,0,0.0616338892511885,0.685868654809305,5.26470588235294,0.31231557366143,0.207092920080812,0.368915342141664,0.703771678159582,1.32041017225179
"[19,30)",0.0231031831557554,0.0662873236472144,0.0642385678193993,0.040500367611993,0.0646607352424606,2.85761021966038,0.689088021324856,0.293836010167885,0.556503209533993,0.20228717777193
"[30,40)",0.197796925269372,0.314666607954134,0.436819493560615,0.0786676482741275,0.0443627710552503,0.712986188188487,2.40812581913499,1.29384742617382,0.635475528908087,0.550318292693385
"[40,50)",0.0307132948752629,0.126447457657767,0.467965381847118,0.272668208094035,0.0697423512445435,0.268304458047652,1.14182492833369,2.02451542179481,1.18267851497347,0.504247216504533
"[50,60)",0.0409050461969071,0.0721573850382309,0.13052329172963,0.128278294188191,0.129230792889428,0.493576983109019,0.544727926274456,1.14876464907441,2.52728627304898,1.52962127476057
"[60,+)",0.0230307282285412,0.0407551833123205,0.053049109440074,0.0252107064742556,0.184046609241512,0.136188462511224,0.358079529598594,0.371785630853776,1.16109739656828,2.26578580150009
